Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year,month,,,Mnemonic Code
PRP,8/25/2017,3,Cancelled,34,2017,8,,,
PRP,8/25/2017,3,Confirmed,34,2017,8,,,
PRP,8/20/2017,2,Confirmed,33,2017,8,,,
PRP,8/11/2017,1,Confirmed,32,2017,8,,,
TMO,8/8/2017,4,Confirmed,32,2017,8,,,
TAC,8/20/2017,5,Cancelled,33,2017,8,,,
VPZ,8/21/2017,2,Cancelled,34,2017,8,,,
VPK,7/13/2017,1,Cancelled,28,2017,7,,,
VPK,7/26/2017,1,Confirmed,30,2017,7,,,
VPZ,8/25/2017,8,Confirmed,34,2017,8,,,
VRB,8/25/2017,3,Confirmed,34,2017,8,,,
VRB,8/24/2017,3,Confirmed,34,2017,8,,,
VRB,8/21/2017,3,Confirmed,34,2017,8,,,
VRB,8/3/2017,1,Cancelled,31,2017,8,,,
VPZ,7/8/2017,1,Cancelled,27,2017,7,,,
VPK,4/19/2017,1,Cancelled,16,2017,4,,,
VPK,4/16/2017,1,Confirmed,15,2017,4,,,
VPK,4/13/2017,1,Cancelled,15,2017,4,,,
TPZ,8/25/2017,2,Confirmed,34,2017,8,,,
TPZ,8/21/2017,2,Cancelled,34,2017,8,,,
TPZ,8/17/2017,3,Cancelled,33,2017,8,,,
TPZ,8/15/2017,2,Confirmed,33,2017,8,,,
TPZ,8/12/2017,1,Cancelled,32,2017,8,,,
VPK,1/27/2017,1,Cancelled,4,2017,1,,,
SHR,8/22/2017,1,Confirmed,34,2017,8,,,
SHR,8/25/2017,3,Cancelled,34,2017,8,,,
SHR,8/8/2017,1,Cancelled,32,2017,8,,,
SOL,8/25/2017,5,Confirmed,34,2017,8,,,
SOL,8/5/2017,1,Confirmed,31,2017,8,,,
SMN,8/7/2017,2,Confirmed,32,2017,8,,,
SOL,6/19/2017,1,Confirmed,25,2017,6,,,
SOL,1/17/2017,1,Cancelled,3,2017,1,,,
SHR,4/2/2017,2,Cancelled,13,2017,4,,,
SHR,1/14/2017,1,Cancelled,2,2017,1,,,
SLM,8/25/2017,13,Confirmed,34,2017,8,,,
SLM,8/23/2017,5,Confirmed,34,2017,8,,,
DCP,8/23/2017,3,Confirmed,34,2017,8,,,
DCM,7/17/2017,1,Cancelled,29,2017,7,,,
DCM,6/25/2017,2,Confirmed,25,2017,6,,,
DMN,8/6/2017,4,Confirmed,31,2017,8,,,
DCM,8/25/2017,4,Confirmed,34,2017,8,,,
DMN,8/21/2017,3,Cancelled,34,2017,8,,,
DMN,8/19/2017,6,Confirmed,33,2017,8,,,
DMN,8/13/2017,4,Confirmed,32,2017,8,,,
DMN,8/12/2017,1,Confirmed,32,2017,8,,,
CNR,7/17/2017,1,Cancelled,29,2017,7,,,
CMN,6/24/2017,1,Cancelled,25,2017,6,,,
CMN,8/25/2017,1,Confirmed,34,2017,8,,,
CMN,8/15/2017,3,Confirmed,33,2017,8,,,
CMN,8/8/2017,3,Cancelled,32,2017,8,,,
CLY,7/16/2017,4,Cancelled,28,2017,7,,,
EVT,8/8/2017,5,Cancelled,32,2017,8,,,
EPC,8/25/2017,5,Cancelled,34,2017,8,,,
EPC,8/25/2017,7,Confirmed,34,2017,8,,,
EPC,8/14/2017,4,Cancelled,33,2017,8,,,
EPC,8/9/2017,5,Confirmed,32,2017,8,,,
DNV,7/16/2017,1,Confirmed,28,2017,7,,,
ALG,8/25/2017,12,Confirmed,34,2017,8,,,
ALG,8/25/2017,9,Cancelled,34,2017,8,,,
ANG,8/18/2017,1,Confirmed,33,2017,8,,,
ANG,8/3/2017,1,Cancelled,31,2017,8,,,
ALG,7/8/2017,1,Cancelled,27,2017,7,,,
ALG,6/14/2017,2,Confirmed,24,2017,6,,,
ALG,8/19/2017,5,Cancelled,33,2017,8,,,
ALG,8/16/2017,1,Cancelled,33,2017,8,,,
ALG,8/7/2017,3,Cancelled,32,2017,8,,,
AER,5/9/2017,1,Confirmed,19,2017,5,,,
CDL,7/24/2017,1,Cancelled,30,2017,7,,,
CDL,8/25/2017,1,Cancelled,34,2017,8,,,
CDL,8/21/2017,2,Confirmed,34,2017,8,,,
CDL,8/12/2017,1,Confirmed,32,2017,8,,,
BRN,8/7/2017,4,Confirmed,32,2017,8,,,
BRN,8/2/2017,2,Confirmed,31,2017,8,,,
CHP,8/3/2017,2,Confirmed,31,2017,8,,,
BRC,7/26/2017,1,Cancelled,30,2017,7,,,
CHP,8/24/2017,1,Cancelled,34,2017,8,,,
CHP,8/23/2017,3,Confirmed,34,2017,8,,,
CHP,8/20/2017,4,Confirmed,33,2017,8,,,
BRC,7/6/2017,3,Cancelled,27,2017,7,,,
BRC,8/16/2017,4,Cancelled,33,2017,8,,,
ANG,6/21/2017,2,Cancelled,25,2017,6,,,
MAD,8/25/2017,2,Confirmed,34,2017,8,,,
MAD,8/3/2017,3,Cancelled,31,2017,8,,,
LRN,8/22/2017,2,Confirmed,34,2017,8,,,
JRY,8/22/2017,2,Cancelled,34,2017,8,,,
JRY,8/21/2017,1,Confirmed,34,2017,8,,,
JRY,8/10/2017,2,Confirmed,32,2017,8,,,
MLW,8/25/2017,14,Confirmed,34,2017,8,,,
MSE,8/9/2017,7,Cancelled,32,2017,8,,,
MPT,8/20/2017,4,Confirmed,33,2017,8,,,
MPT,8/18/2017,5,Confirmed,33,2017,8,,,
MSE,8/19/2017,5,Cancelled,33,2017,8,,,
MSE,8/25/2017,11,Cancelled,34,2017,8,,,
MSE,8/24/2017,8,Cancelled,34,2017,8,,,
MSE,8/24/2017,15,Confirmed,34,2017,8,,,
MSE,8/21/2017,11,Cancelled,34,2017,8,,,
MLW,8/25/2017,5,Cancelled,34,2017,8,,,
MLW,8/23/2017,6,Confirmed,34,2017,8,,,
MLW,7/17/2017,2,Confirmed,29,2017,7,,,
MNB,6/27/2017,1,Cancelled,26,2017,6,,,
MNB,8/23/2017,3,Cancelled,34,2017,8,,,
MNB,8/20/2017,3,Cancelled,33,2017,8,,,
MNB,8/6/2017,2,Confirmed,31,2017,8,,,
GRY,6/13/2017,2,Cancelled,24,2017,6,,,
GRY,8/25/2017,7,Cancelled,34,2017,8,,,
GRY,8/22/2017,8,Confirmed,34,2017,8,,,
GRY,8/25/2017,7,Confirmed,34,2017,8,,,
HVZ,8/21/2017,5,Cancelled,34,2017,8,,,
HEL,8/24/2017,5,Confirmed,34,2017,8,,,
HEL,8/14/2017,2,Cancelled,33,2017,8,,,
HEL,8/11/2017,1,Cancelled,32,2017,8,,,
GRY,8/24/2017,3,Confirmed,34,2017,8,,,
FAS,8/25/2017,3,Cancelled,34,2017,8,,,
FAS,8/25/2017,4,Confirmed,34,2017,8,,,
GLE,8/25/2017,8,Confirmed,34,2017,8,,,
GRY,8/23/2017,2,Confirmed,34,2017,8,,,
GRY,8/21/2017,4,Confirmed,34,2017,8,,,
GRY,8/20/2017,7,Confirmed,33,2017,8,,,
GRY,8/14/2017,4,Cancelled,33,2017,8,,,
GRG,8/24/2017,2,Confirmed,34,2017,8,,,
GRG,8/14/2017,1,Confirmed,33,2017,8,,,
HVZ,8/23/2017,4,Cancelled,34,2017,8,,,
HVZ,8/25/2017,3,Confirmed,34,2017,8,,,
HWL,8/17/2017,8,Cancelled,33,2017,8,,,
HWL,8/19/2017,5,Cancelled,33,2017,8,,,
HWL,6/22/2017,1,Cancelled,25,2017,6,,,
SEA,7/23/2017,3,Cancelled,29,2017,7,,,
SAV,8/17/2017,2,Confirmed,33,2017,8,,,
RGE,7/21/2017,3,Cancelled,29,2017,7,,,
SCH,8/24/2017,1,Cancelled,34,2017,8,,,
NNZ,7/21/2017,1,Cancelled,29,2017,7,,,
ONX,7/27/2017,1,Confirmed,30,2017,7,,,
ONX,4/21/2017,1,Cancelled,16,2017,4,,,
ONX,8/26/2017,4,Confirmed,34,2017,8,,,
MSE,7/21/2017,6,Cancelled,29,2017,7,,,
RGE,8/18/2017,5,Confirmed,33,2017,8,,,
PXP,8/22/2017,1,Confirmed,34,2017,8,,,
PXP,8/23/2017,3,Cancelled,34,2017,8,,,
PHP,8/23/2017,3,Cancelled,34,2017,8,,,
PHP,8/14/2017,4,Cancelled,33,2017,8,,,
PHM,1/27/2017,2,Cancelled,4,2017,1,,,
PRP,4/23/2017,1,Confirmed,16,2017,4,,,
PRP,8/10/2017,1,Confirmed,32,2017,8,,,
PLD,8/21/2017,3,Confirmed,34,2017,8,,,
PLD,8/17/2017,1,Confirmed,33,2017,8,,,
PLD,8/17/2017,5,Cancelled,33,2017,8,,,
TMO,8/26/2017,3,Confirmed,34,2017,8,,,
TMO,8/26/2017,2,Cancelled,34,2017,8,,,
VPZ,8/26/2017,6,Confirmed,34,2017,8,,,
VPZ,8/18/2017,3,Confirmed,33,2017,8,,,
VRB,8/25/2017,1,Cancelled,34,2017,8,,,
VRB,8/23/2017,3,Cancelled,34,2017,8,,,
VPK,4/22/2017,2,Confirmed,16,2017,4,,,
VPK,8/26/2017,3,Confirmed,34,2017,8,,,
VPK,8/15/2017,2,Confirmed,33,2017,8,,,
SHR,10/27/2016,1,Cancelled,43,2016,10,,,
SLM,8/26/2017,5,Confirmed,34,2017,8,,,
SLM,8/27/2017,7,Confirmed,34,2017,8,,,
SOL,8/26/2017,6,Confirmed,34,2017,8,,,
SMN,8/26/2017,3,Confirmed,34,2017,8,,,
SHR,8/26/2017,2,Confirmed,34,2017,8,,,
SHR,8/23/2017,2,Confirmed,34,2017,8,,,
DMN,8/21/2017,6,Confirmed,34,2017,8,,,
DMN,7/31/2017,4,Cancelled,31,2017,7,,,
DMN,5/28/2017,2,Confirmed,21,2017,5,,,
DNV,7/18/2017,1,Confirmed,29,2017,7,,,
DNV,7/6/2017,2,Cancelled,27,2017,7,,,
DNV,8/26/2017,1,Cancelled,34,2017,8,,,
DNV,8/13/2017,1,Cancelled,32,2017,8,,,
DNV,7/21/2017,1,Cancelled,29,2017,7,,,
DCM,8/17/2017,4,Confirmed,33,2017,8,,,
DCM,8/15/2017,1,Cancelled,33,2017,8,,,
DCM,8/2/2017,1,Confirmed,31,2017,8,,,
CNR,8/19/2017,1,Cancelled,33,2017,8,,,
CMN,8/22/2017,2,Confirmed,34,2017,8,,,
CMN,8/21/2017,1,Confirmed,34,2017,8,,,
DCM,6/2/2017,1,Cancelled,22,2017,6,,,
DCP,8/26/2017,3,Confirmed,34,2017,8,,,
DCP,8/21/2017,2,Cancelled,34,2017,8,,,
DCP,8/18/2017,2,Confirmed,33,2017,8,,,
DCP,8/14/2017,3,Confirmed,33,2017,8,,,
DCP,8/9/2017,5,Cancelled,32,2017,8,,,
EPC,8/24/2017,8,Confirmed,34,2017,8,,,
EPC,8/26/2017,5,Confirmed,34,2017,8,,,
EPC,7/29/2017,1,Cancelled,30,2017,7,,,
ALX,8/26/2017,3,Confirmed,34,2017,8,,,
ALX,8/5/2017,4,Cancelled,31,2017,8,,,
ANG,5/15/2017,1,Cancelled,20,2017,5,,,
ALG,8/21/2017,2,Cancelled,34,2017,8,,,
AGY,8/6/2017,3,Cancelled,31,2017,8,,,
ALG,8/26/2017,2,Cancelled,34,2017,8,,,
CLY,8/21/2017,3,Cancelled,34,2017,8,,,
CHP,8/26/2017,8,Confirmed,34,2017,8,,,
CLY,7/26/2017,3,Confirmed,30,2017,7,,,
CLY,8/26/2017,5,Confirmed,34,2017,8,,,
BRC,8/20/2017,9,Cancelled,33,2017,8,,,
BRN,8/6/2017,4,Cancelled,31,2017,8,,,
BRN,7/5/2017,1,Cancelled,27,2017,7,,,
CHP,8/17/2017,3,Cancelled,33,2017,8,,,
CDL,8/26/2017,7,Confirmed,34,2017,8,,,
CDL,8/25/2017,2,Confirmed,34,2017,8,,,
CDL,8/19/2017,1,Confirmed,33,2017,8,,,
FAS,8/21/2017,2,Cancelled,34,2017,8,,,
MAD,8/24/2017,3,Confirmed,34,2017,8,,,
MAD,8/26/2017,2,Confirmed,34,2017,8,,,
MAD,8/23/2017,2,Confirmed,34,2017,8,,,
LRN,7/7/2017,1,Confirmed,27,2017,7,,,
JRY,4/28/2017,1,Cancelled,17,2017,4,,,
JRY,8/15/2017,1,Confirmed,33,2017,8,,,
JRY,8/13/2017,2,Confirmed,32,2017,8,,,
MSE,8/15/2017,4,Confirmed,33,2017,8,,,
MPT,8/24/2017,8,Confirmed,34,2017,8,,,
MLW,8/24/2017,7,Confirmed,34,2017,8,,,
MLW,8/26/2017,6,Confirmed,34,2017,8,,,
MNB,8/20/2017,3,Confirmed,33,2017,8,,,
MNB,8/25/2017,1,Confirmed,34,2017,8,,,
MNB,8/21/2017,2,Confirmed,34,2017,8,,,
HVZ,8/22/2017,5,Confirmed,34,2017,8,,,
HEL,8/1/2017,2,Cancelled,31,2017,8,,,
HEL,7/21/2017,3,Cancelled,29,2017,7,,,
GRG,6/16/2017,1,Cancelled,24,2017,6,,,
GRG,8/17/2017,3,Cancelled,33,2017,8,,,
FAS,5/29/2017,1,Cancelled,22,2017,5,,,
FAS,8/26/2017,2,Confirmed,34,2017,8,,,
GRY,8/6/2017,1,Confirmed,31,2017,8,,,
GRY,8/26/2017,2,Cancelled,34,2017,8,,,
GRY,8/19/2017,3,Confirmed,33,2017,8,,,
HWL,8/25/2017,3,Confirmed,34,2017,8,,,
PHP,8/27/2017,3,Confirmed,34,2017,8,,,
PLD,8/21/2017,2,Cancelled,34,2017,8,,,
PXP,8/27/2017,5,Confirmed,34,2017,8,,,
PLD,7/20/2017,1,Cancelled,29,2017,7,,,
PRP,8/27/2017,2,Confirmed,34,2017,8,,,
ONX,8/27/2017,3,Confirmed,34,2017,8,,,
PHM,8/26/2017,2,Confirmed,34,2017,8,,,
PHM,8/19/2017,3,Cancelled,33,2017,8,,,
ONX,6/29/2017,2,Cancelled,26,2017,6,,,
PHM,8/15/2017,2,Cancelled,33,2017,8,,,
SEA,7/13/2017,1,Confirmed,28,2017,7,,,
SCH,8/27/2017,1,Confirmed,34,2017,8,,,
SAV,8/24/2017,8,Confirmed,34,2017,8,,,
RGE,8/23/2017,2,Confirmed,34,2017,8,,,
SDP,8/22/2017,3,Confirmed,34,2017,8,,,
TMO,8/16/2017,9,Cancelled,33,2017,8,,,
TAC,8/19/2017,1,Confirmed,33,2017,8,,,
TAC,8/22/2017,5,Confirmed,34,2017,8,,,
TAC,5/31/2017,1,Cancelled,22,2017,5,,,
TAC,8/27/2017,4,Confirmed,34,2017,8,,,
TAC,8/25/2017,2,Confirmed,34,2017,8,,,
VPZ,8/27/2017,9,Confirmed,34,2017,8,,,
VPZ,8/16/2017,1,Cancelled,33,2017,8,,,
VPZ,8/23/2017,6,Cancelled,34,2017,8,,,
VRB,8/27/2017,1,Confirmed,34,2017,8,,,
VPZ,7/30/2017,1,Cancelled,30,2017,7,,,
VPK,4/29/2017,2,Cancelled,17,2017,4,,,
VPK,8/27/2017,1,Confirmed,34,2017,8,,,
SMN,8/12/2017,1,Confirmed,32,2017,8,,,
SOL,1/7/2017,1,Cancelled,1,2017,1,,,
SOL,8/8/2017,3,Confirmed,32,2017,8,,,
SMN,8/22/2017,6,Confirmed,34,2017,8,,,
SMN,8/19/2017,1,Cancelled,33,2017,8,,,
NNZ,8/26/2017,3,Confirmed,34,2017,8,,,
EPC,8/27/2017,25,Confirmed,34,2017,8,,,
EPC,8/20/2017,4,Cancelled,33,2017,8,,,
FAS,8/24/2017,5,Confirmed,34,2017,8,,,
FAS,8/20/2017,2,Cancelled,33,2017,8,,,
FAS,8/20/2017,1,Confirmed,33,2017,8,,,
FAS,7/14/2017,2,Cancelled,28,2017,7,,,
GLE,8/27/2017,2,Confirmed,34,2017,8,,,
GRG,8/27/2017,2,Confirmed,34,2017,8,,,
GLE,8/26/2017,3,Confirmed,34,2017,8,,,
EVT,8/27/2017,7,Confirmed,34,2017,8,,,
EVT,8/25/2017,6,Confirmed,34,2017,8,,,
EVT,8/26/2017,3,Confirmed,34,2017,8,,,
EVT,8/23/2017,3,Cancelled,34,2017,8,,,
CDL,8/27/2017,2,Confirmed,34,2017,8,,,
BRN,8/22/2017,1,Cancelled,34,2017,8,,,
BRC,7/9/2017,1,Cancelled,27,2017,7,,,
ALG,8/15/2017,1,Confirmed,33,2017,8,,,
ALG,8/27/2017,11,Confirmed,34,2017,8,,,
DCP,8/27/2017,5,Confirmed,34,2017,8,,,
CNR,7/1/2017,1,Cancelled,26,2017,7,,,
CNR,8/14/2017,2,Cancelled,33,2017,8,,,
DCP,7/17/2017,3,Confirmed,29,2017,7,,,
CLY,8/27/2017,9,Confirmed,34,2017,8,,,
MPT,8/21/2017,3,Cancelled,34,2017,8,,,
MPT,8/14/2017,1,Confirmed,33,2017,8,,,
MPT,8/24/2017,2,Cancelled,34,2017,8,,,
MPT,8/26/2017,5,Cancelled,34,2017,8,,,
MAD,8/27/2017,2,Confirmed,34,2017,8,,,
NNZ,8/16/2017,7,Cancelled,33,2017,8,,,
NNZ,8/21/2017,4,Confirmed,34,2017,8,,,
MSE,7/26/2017,3,Cancelled,30,2017,7,,,
HVZ,8/23/2017,5,Confirmed,34,2017,8,,,
HEL,7/20/2017,2,Cancelled,29,2017,7,,,
HEL,8/27/2017,1,Cancelled,34,2017,8,,,
HWL,8/22/2017,2,Confirmed,34,2017,8,,,
HWL,8/27/2017,4,Confirmed,34,2017,8,,,
JRY,8/24/2017,2,Cancelled,34,2017,8,,,
PXP,6/4/2017,2,Cancelled,22,2017,6,,,
RGE,8/22/2017,3,Cancelled,34,2017,8,,,
RGE,8/28/2017,8,Confirmed,35,2017,8,,,
SCH,8/11/2017,3,Confirmed,32,2017,8,,,
SDP,8/27/2017,2,Confirmed,34,2017,8,,,
PRP,8/28/2017,2,Confirmed,35,2017,8,,,
PRP,8/20/2017,2,Cancelled,33,2017,8,,,
SEA,8/3/2017,3,Confirmed,31,2017,8,,,
TAC,8/21/2017,3,Cancelled,34,2017,8,,,
TMO,8/23/2017,4,Confirmed,34,2017,8,,,
TMO,8/27/2017,3,Confirmed,34,2017,8,,,
TAC,8/10/2017,5,Cancelled,32,2017,8,,,
TMO,12/14/2016,1,Confirmed,50,2016,12,,,
TPZ,8/16/2017,4,Cancelled,33,2017,8,,,
SHR,8/28/2017,8,Confirmed,35,2017,8,,,
SOL,7/12/2017,2,Cancelled,28,2017,7,,,
SOL,8/28/2017,4,Confirmed,35,2017,8,,,
SOL,8/27/2017,8,Confirmed,34,2017,8,,,
SMN,8/23/2017,2,Confirmed,34,2017,8,,,
PHM,8/28/2017,4,Confirmed,35,2017,8,,,
EPC,8/19/2017,9,Confirmed,33,2017,8,,,
GLE,8/25/2017,2,Cancelled,34,2017,8,,,
GRY,8/28/2017,5,Confirmed,35,2017,8,,,
HEL,6/3/2017,1,Cancelled,22,2017,6,,,
FAS,8/22/2017,5,Cancelled,34,2017,8,,,
DNV,6/3/2017,1,Cancelled,22,2017,6,,,
BRN,8/27/2017,3,Confirmed,34,2017,8,,,
BRN,7/13/2017,2,Cancelled,28,2017,7,,,
CHP,8/28/2017,7,Confirmed,35,2017,8,,,
CLY,8/28/2017,3,Cancelled,35,2017,8,,,
CLY,8/28/2017,15,Confirmed,35,2017,8,,,
AER,8/25/2017,2,Confirmed,34,2017,8,,,
AER,8/27/2017,4,Confirmed,34,2017,8,,,
AGY,6/25/2017,2,Cancelled,25,2017,6,,,
AGY,7/20/2017,2,Cancelled,29,2017,7,,,
ALG,8/15/2017,2,Cancelled,33,2017,8,,,
ALX,7/7/2017,1,Confirmed,27,2017,7,,,
DCP,8/3/2017,2,Confirmed,31,2017,8,,,
DCP,8/25/2017,1,Confirmed,34,2017,8,,,
DNV,8/26/2017,2,Confirmed,34,2017,8,,,
DMN,8/27/2017,4,Confirmed,34,2017,8,,,
DCM,8/26/2017,1,Confirmed,34,2017,8,,,
CMN,8/27/2017,5,Confirmed,34,2017,8,,,
DCM,8/27/2017,3,Confirmed,34,2017,8,,,
DCM,8/24/2017,7,Confirmed,34,2017,8,,,
DCM,8/23/2017,4,Confirmed,34,2017,8,,,
DCM,8/17/2017,2,Cancelled,33,2017,8,,,
HVZ,8/26/2017,6,Confirmed,34,2017,8,,,
MSE,8/15/2017,7,Cancelled,33,2017,8,,,
MSE,8/23/2017,7,Cancelled,34,2017,8,,,
MSE,8/28/2017,6,Confirmed,35,2017,8,,,
MPT,8/28/2017,6,Confirmed,35,2017,8,,,
MPT,8/22/2017,2,Confirmed,34,2017,8,,,
MNB,8/9/2017,1,Cancelled,32,2017,8,,,
PHM,8/24/2017,7,Confirmed,34,2017,8,,,
ONX,8/28/2017,6,Confirmed,35,2017,8,,,
ONX,8/23/2017,3,Confirmed,34,2017,8,,,
MSE,7/31/2017,7,Cancelled,31,2017,7,,,
MAD,8/21/2017,3,Cancelled,34,2017,8,,,
MAD,8/9/2017,1,Confirmed,32,2017,8,,,
LRN,8/10/2017,1,Confirmed,32,2017,8,,,
PHM,6/26/2017,2,Confirmed,26,2017,6,,,
PHM,6/28/2017,1,Confirmed,26,2017,6,,,
PHP,8/25/2017,3,Cancelled,34,2017,8,,,
PLD,8/24/2017,3,Confirmed,34,2017,8,,,
ONX,8/19/2017,1,Cancelled,33,2017,8,,,
ONX,8/29/2017,11,Confirmed,35,2017,8,,,
PRP,7/9/2017,2,Confirmed,27,2017,7,,,
SAV,8/29/2017,3,Confirmed,35,2017,8,,,
TMO,8/29/2017,3,Confirmed,35,2017,8,,,
TMO,8/17/2017,8,Cancelled,33,2017,8,,,
TAC,8/2/2017,4,Cancelled,31,2017,8,,,
VPK,4/3/2017,2,Cancelled,14,2017,4,,,
VRB,8/29/2017,1,Confirmed,35,2017,8,,,
VPK,8/9/2017,2,Confirmed,32,2017,8,,,
TPZ,8/28/2017,3,Confirmed,35,2017,8,,,
SHR,8/24/2017,1,Confirmed,34,2017,8,,,
SHR,8/29/2017,7,Confirmed,35,2017,8,,,
SLM,8/9/2017,2,Cancelled,32,2017,8,,,
SLM,8/12/2017,1,Cancelled,32,2017,8,,,
SLM,8/22/2017,7,Cancelled,34,2017,8,,,
SMN,8/24/2017,5,Cancelled,34,2017,8,,,
EPC,8/30/2017,10,Confirmed,35,2017,8,,,
GLE,8/28/2017,2,Confirmed,35,2017,8,,,
GLE,8/29/2017,7,Confirmed,35,2017,8,,,
BRC,8/28/2017,4,Confirmed,35,2017,8,,,
BRC,8/29/2017,1,Confirmed,35,2017,8,,,
BRN,8/14/2017,3,Confirmed,33,2017,8,,,
BRN,8/28/2017,3,Confirmed,35,2017,8,,,
CDL,8/24/2017,1,Confirmed,34,2017,8,,,
ALX,8/25/2017,2,Confirmed,34,2017,8,,,
AER,8/29/2017,2,Confirmed,35,2017,8,,,
AGY,8/16/2017,2,Cancelled,33,2017,8,,,
AGY,6/9/2017,2,Cancelled,23,2017,6,,,
ALG,8/28/2017,10,Confirmed,35,2017,8,,,
ALG,8/29/2017,18,Confirmed,35,2017,8,,,
DCP,8/29/2017,3,Confirmed,35,2017,8,,,
DCP,8/11/2017,1,Cancelled,32,2017,8,,,
DMN,8/28/2017,3,Confirmed,35,2017,8,,,
DNV,8/28/2017,2,Confirmed,35,2017,8,,,
DCM,8/29/2017,3,Confirmed,35,2017,8,,,
CNR,8/23/2017,1,Confirmed,34,2017,8,,,
CNR,8/29/2017,3,Confirmed,35,2017,8,,,
MAD,8/28/2017,5,Confirmed,35,2017,8,,,
MSE,8/27/2017,10,Confirmed,34,2017,8,,,
NNZ,8/29/2017,5,Confirmed,35,2017,8,,,
MSE,8/26/2017,11,Cancelled,34,2017,8,,,
LRN,8/29/2017,1,Confirmed,35,2017,8,,,
JRY,8/14/2017,2,Confirmed,33,2017,8,,,
ONX,8/29/2017,5,Cancelled,35,2017,8,,,
ONX,8/30/2017,4,Confirmed,35,2017,8,,,
PHP,8/28/2017,3,Cancelled,35,2017,8,,,
NNZ,8/10/2017,2,Cancelled,32,2017,8,,,
NNZ,8/22/2017,3,Confirmed,34,2017,8,,,
NNZ,8/27/2017,3,Cancelled,34,2017,8,,,
NNZ,8/25/2017,5,Confirmed,34,2017,8,,,
NNZ,8/28/2017,12,Confirmed,35,2017,8,,,
PHP,8/29/2017,22,Confirmed,35,2017,8,,,
PHP,8/30/2017,9,Confirmed,35,2017,8,,,
SAV,8/30/2017,4,Confirmed,35,2017,8,,,
SDP,8/29/2017,1,Confirmed,35,2017,8,,,
PLD,7/4/2017,1,Confirmed,27,2017,7,,,
PRP,3/19/2017,1,Cancelled,11,2017,3,,,
PRP,3/30/2017,1,Cancelled,13,2017,3,,,
PXP,8/17/2017,3,Cancelled,33,2017,8,,,
PXP,6/14/2017,1,Confirmed,24,2017,6,,,
TMO,8/28/2017,10,Confirmed,35,2017,8,,,
TMO,8/30/2017,5,Confirmed,35,2017,8,,,
VPZ,8/30/2017,6,Confirmed,35,2017,8,,,
VRB,8/20/2017,2,Cancelled,33,2017,8,,,
VPK,8/29/2017,3,Confirmed,35,2017,8,,,
VPK,8/23/2017,4,Confirmed,34,2017,8,,,
TPZ,8/22/2017,2,Confirmed,34,2017,8,,,
VPK,8/8/2017,3,Cancelled,32,2017,8,,,
VPK,8/20/2017,3,Cancelled,33,2017,8,,,
SHR,8/20/2017,3,Confirmed,33,2017,8,,,
SLM,8/28/2017,12,Confirmed,35,2017,8,,,
SLM,8/29/2017,5,Confirmed,35,2017,8,,,
SLM,8/30/2017,9,Confirmed,35,2017,8,,,
SMN,8/30/2017,3,Confirmed,35,2017,8,,,
SOL,8/20/2017,3,Confirmed,33,2017,8,,,
SOL,8/30/2017,9,Confirmed,35,2017,8,,,
DMN,8/23/2017,3,Confirmed,34,2017,8,,,
DMN,8/30/2017,5,Confirmed,35,2017,8,,,
DCP,8/1/2017,3,Cancelled,31,2017,8,,,
EVT,8/30/2017,8,Confirmed,35,2017,8,,,
ALX,8/28/2017,2,Confirmed,35,2017,8,,,
ALX,8/30/2017,3,Confirmed,35,2017,8,,,
BRC,6/9/2017,2,Cancelled,23,2017,6,,,
BRN,8/30/2017,3,Confirmed,35,2017,8,,,
BRN,2/23/2017,1,Confirmed,8,2017,2,,,
ALG,8/30/2017,24,Confirmed,35,2017,8,,,
AER,5/3/2017,1,Cancelled,18,2017,5,,,
AGY,8/28/2017,1,Confirmed,35,2017,8,,,
AGY,6/13/2017,1,Confirmed,24,2017,6,,,
AGY,6/22/2017,1,Cancelled,25,2017,6,,,
AGY,7/15/2017,1,Confirmed,28,2017,7,,,
ALG,8/10/2017,2,Confirmed,32,2017,8,,,
CDL,8/28/2017,2,Confirmed,35,2017,8,,,
DCP,8/22/2017,4,Confirmed,34,2017,8,,,
DCP,8/30/2017,5,Confirmed,35,2017,8,,,
DCP,7/7/2017,2,Cancelled,27,2017,7,,,
CLY,8/25/2017,1,Cancelled,34,2017,8,,,
MLW,8/27/2017,3,Cancelled,34,2017,8,,,
MLW,8/24/2017,1,Cancelled,34,2017,8,,,
MLW,8/30/2017,6,Confirmed,35,2017,8,,,
MLW,8/18/2017,1,Cancelled,33,2017,8,,,
MNB,8/22/2017,3,Confirmed,34,2017,8,,,
MNB,8/26/2017,4,Confirmed,34,2017,8,,,
MPT,8/23/2017,2,Cancelled,34,2017,8,,,
GLE,8/27/2017,1,Cancelled,34,2017,8,,,
MSE,8/29/2017,8,Confirmed,35,2017,8,,,
MPT,8/16/2017,1,Confirmed,33,2017,8,,,
HVZ,8/29/2017,6,Confirmed,35,2017,8,,,
HVZ,8/30/2017,2,Cancelled,35,2017,8,,,
HVZ,7/22/2017,2,Cancelled,29,2017,7,,,
GLE,8/30/2017,2,Confirmed,35,2017,8,,,
GRY,8/30/2017,3,Confirmed,35,2017,8,,,
HEL,8/6/2017,1,Cancelled,31,2017,8,,,
HEL,8/29/2017,2,Confirmed,35,2017,8,,,
